Sno,User,Rating,Review
408,Janvi Kotak,2,"At night time this app is hanged while game is on 👎🏻👎🏻👎🏻 cant play properly sometimes , specily at night time after 7 pm app is not working properly ."
409,Animesh Kishore,1,"Over aggressive algorithms makes it annoying to play. The lockdown and utter boredom dragged me in. Within a couple of games I regretted it. The algorithms are over aggressive and stupid, designed to make the game fair. Whilst noble, it makes no sense to me when I've got the last 2 of my coins in the final home column with the other player having 3/4 of distance to go with 3 of his, and yet he wins, whilst I sit there like an idiot. I'd have more chance at a real board game 99/100 times Stupid."
410,Soumi M,1,It was good till last update. After updating latest update game will auto close and crashes. Revert back latest update
411,Uttam Kumar,1,Worst ever. The game should be removed from the play store. But i know thats not gonna happen.. This game sucks. Even if you are about to win the game in a just 1 roll by the opponent takes a whole round of the board and won.. and i didnt got 1 after rolling 16 times.Is this ever possible .. I would have got 1 ten times on real ludo board. Its totally fixed.. Those are not random numbers.. If it continues a majority of people will be uninstalling this game.
412,Devil no 4,1,"Bruh, u just can't say this game is based on luck from what I've experienced just a minute ago, everytime i go for the online mode.. it suddenly begins the ""rig this game mode"" like the opponent i was with was getting 6,6 on every roll, while i had to wait ten rolls to even get one 6. Game not rigged? Really? BRUH fix this or imma delete this app and if u guys think what's the worse that can happen by a puny one user leaving then, that also will show how much careless u guys are."
413,Kalp Tripathi,1,"Whenever I try to earn the coins by watching videos online or spinning the wheel then it always come retry after the 1st watch or spin...I mean that after the 1st watch or spin....When I try to watch another video it comes ""retry"" which is not justified at all!!.... secondly we can't even send emojis while typing whenever we are playing online with buddies.So pls improve that at the earliest and hope to get response from you soon.Otherwise many people like me will not refer this app to others!!"
414,techno blitz,1,"This game will torture you. They are hacked and other players can easily win. There is no shame in saying that you will loose the game just because others can control this game. They can easily get 6 on every dice role. Doesn't matter, how many times you report them but still game will allow them to play. Throw out your stupid developer. Instead of focusing on your advertisements, focus on developing a unbiased game."
415,silo editz,1,I cannot login it takes about 30 minutes to login and network is very slow while in app.
416,Nitin Kashyap,1,Dice roll is sometimes erratic and automatically rolls back. Irritates a lot when this happens.
417,Chintan Kansara,1,"Eg 1. Never won PLAY ONLINE. PLAY ONLINE user is played by the system itself to take away our coins. The opponent gets exact numbers to kill my piece when I m nearby. Infact opponent gets 6 once n twice to go far away to run or to get inside the house. ALL ALGORITHM Eg 2. My 4 pieces r in the base. I get 6 on the dice, I am out of my base. Next I get is 3. The next player kills me again n get me back in the base. What was the point system getting me 6 to come out. PLAY WITH FRIENDS OPTION IS \U0001f44d"
418,Vanisha Prakash,3,"Okay okay experience.. i just want you guys to solve one problem. Whenever we get a six we dont get to see which number we wills get after getting a six in next chance. Also when we kill somebody with that 6 we dont get another chance. Also , give us an option to use 6 and the other number together. U people should make it more realistic.\U0001f611\U0001f611 everything else is fine. I hope you understand."
419,Shalini sharma,1,"Like seriously!! U guys really really really need to be honest on the dices..How can we repeatedly get just ones and twos like 50 times.... lol and that too in every game I play. And how can the opponent get the exact number he wants everytime, I hv seen this in 40 odd games. This is the worst ludo game I have ever played. People please IAM giving an honest opinion please don't waste your time n space of your mobile and don't install this ludo game...It's a waste.. PLEASE!!"
420,Anita Kumari,1,"I wanted to give it zeri rating . Very bad game .In this what happens if your all tokens are inside, and you are just going to win then the number will never come on your dice . It happens with me every time. Last time, I needed to get only 2 to win but the no. did not come and in that time opponent wins even,if his tokens are very far from me ."
421,Antriksh Dhamani,1,Just hate this app\U0001f621\U0001f621.. They just randomly select one person who should win anyhow.. \U0001f624 I was just about to win and need only one in dice.. and the other player just started to run.. But he win and I lose.. \U0001f914 This is not just a coincidence and happen with me many times.. \U0001f620 The dice is not \u274c random at all.. One player gets six most of the time and other just one and two..
422,Prasad Jamnerkar,4,"I want to upload my original pic for DP, but dont want to login with facebook ..... u will provide this feature without logging to Facebook or google.... kindly fix this issue"
423,sudhakar N,1,Ghost gameplay experience . Fully connections error .network Maintenance error Run time error logout at every time.
424,SAHAJ GOYAL,1,The numbers appearing on the dice are totally biased and not randomised at all. You guys fix the matches in order to earn coins and sell them for money online. It is a fixed game. I my family members and friends all have the same opinion. We all are uninstalling the game and will recommend the same to all. We too will take action against you guys for befooling others.
425,Ankit Raj,1,"Algorithm of this game is very bad. Everytime when i was about to win, it's algorithm help the opponent and he/she wins. Ok if it happens sometimes but it happens regulary with me. Dice only show those numbers which makes the game interesting and the person who always win by his strategy in real ludo, always loses in this ludo king"
426,Prayesh Kandarkar,1,"Uninstalling after playing 2 months... I played intellectually & found the algorithm is biased.it always favours opponents so that you loose your points and then for more points u waste your precious time and money. It's a kind of addiction. For not to get loosing mentality, I am uninstalling this game.. if you want to enjoy the game don't install this game...if you want to enjoy looser mentality, this is for you..."
427,Subhranil Kolia,3,"A very complicated game. Actually, the game is overall cool, but the strategy of the computerised dice is not understandable. Whenever I want 6, it either gives 1 or any other number and vice versa. In the game, when I've come to know that I'm in the way to win, the dice makes the turn reverse and the losing guys might have won the game. And overall, the technique of this game is totally different than the real board game. So, none can judge the number that he/she might get in turn!!!"
428,Tabish Bukhari,1,I am totally happy with this game...and if you are earning money from some badass ads then the creator should think which ads should be allowed on this app... because it's not an simple app more now...this app is now using small child's and also family member.. suddenly a nonsense ads comes on screen..at that time you an idea how it feels when you are playing with your elder family member... think of it founder..
429,Ameen Patel,1,"It's very bad and unfair game at the last moment the game change direction towards opponents side ,not many time everytime i used to come near to win game and suddenly change will happen and opponent will win , I will give 0 rating to this game ,The game never satisfied me when i am playing online ,It's ok while playing online but in online the game used to take opponents side only ,the loosing of every game give me irration and angry . It's increase my stress. So this game is very bad to me okk"
430,jyoshna bodda,1,"It's entertainment but It's totally one side game to a player. The dice is so biased. After reaching certain level the chances of getting win is almost zero. Most of the time we need just 1or 2 to win the match, but the dice won't let us win even after the opponent has 1 more token to win. It's totally unfair and disappointed game. My review is based on the experience for last 50 days."
431,Nancy Tuli,1,"The dice is biased. You should not integrate your own logics to make the game interesting. Let us play just like we play ludo in real. Why you have to make every game interesting. It should be a fair game. I have played numerous times and found that the dice is biased. Everything else is good in it but predictable dive numbers make it worse. Due to that, lost interest in the game. Kindly make it a fair game !"
432,technical & digital guidance,1,"Very bad experience , because I have purchase 100000 coins & 125 gems. & I paid 120 Rs but coins & gems not add in my wallet & amount debited 2 time from my account"
433,A Google user,1,"This is the most fixed game I've ever played in my life. On a several occasions I've played, I was 100% due to win and only one counter left, while the other players have 4, they still manage to win! How absolutely ridiculous! I'm very angry with this game. Complete set up and all fixed! I wouldn't have even given it a one star. This is just a fixed game where most Indians win! Shame on you!"
434,Amarnath Ghorai,1,"What a wonderful game. If someone really wants to be frustrated , then this game is the perfect one.. Even they can throw their phone at a minimum speed of 60 km/hr. ----- Today I reached first . I was 1 step far for the victory.. but , every one was far away.. I didn't get the 1 and the game was ended.. i was in the 4th place.. now my opinion for this game,, ""bewafa ludo"". I was dreaming that , at least now I am going to win \U0001f622. But , the game don't like me."
435,Fajarul Agdas,1,The game is all good. But there is one main problem. The game looks fixed . Like it chooses a person randomly and gives him numbers according to his favours. It really destroys the fun of the game. It is as if I can tell who might win with first few turns. Please stop this mess. In all games there will be a person who gets lots of 6 and a person who gets very less 6.
436,S B PRODUCTS - WAMM,5,"Glorious game...... Its very exciting game for family members especially when they all spend their time in playing together and let to laughs, suspense, and joy.... In previous days their was a ludo board and tokens in which we have to arrange them and move the tokens forward but this game saves that time and we can easily get joy in the mobile itself we just have to touch on screen...... The graphics are awesome and the is the game which have a special space in everyone's phone.Its glorious."
437,chandan kumar yadav,1,If you think the outcomes of the dice in this game are random then please do come out of your hallucinations. There can never be any code that can deliver random outcomes. You need to apply certain conditions in order to get the output. If you play the game for several days you can almost ascertain the times when you are going to get a roll of 6 on the Dice. Similarly the win & loose too depends on the pre-match profile validation within the game. So the gist of the matter is that its fixed.
438,roshni lakshman,1,It's rigged. I can literally guess the next number. You can figure out who's going to win from the beginning of the game. I'm assuming If make in app purchases you will win consistently. I use to love the game in the beginning now its just frustrating. I'm deleting the app. It's seriously not a fun game anymore. It has amazing graphics but till they fix their algorithm I won't nothing to do with it.
439,Gautam Padhariya,5,"Hi, I cant login with my fb I'd, actually I can but I cant see my balance,(it is 00), n even i cant start game, message is blinking connecting to server Pls help me or try to fix it"
440,Sreejith V S,1,"I hate this game. Absolute fake game. The opponent coins always gets the number to kill you and opponent are almost going to win then you will get 6,5,4, continuously which is no use at that time. In case if you recover the game you and opponent have same number to win the game that time also you will get continuously 6,5,4 number and you need 1or2. Finally opponent win the game....."
441,Karan Valecha,1,"One of the most biased games ever played. It has a pre decided winner, who always gets the right numbers needed for the victory whereas even when the other player tries to play safe, certainly even a move from the safe spot will kill him. It is worst to play this game even for time pass as it will swing your good mood to angry. Doesn't even deserve one star. I deleted this game and those who want to install, I would strongly recommend please DON'T."
442,gaming in hindi,1,"Hate it. It is unfair game the one who goes first in the end row only wins and it gives more 6 to only one player that can be anyone the numbers are not random the follow a sequence and wants to make you win in starting but then they want you to lose so that you get angry against the another online person and you wish to play one more chance. At the end I wanna say that please make your own ludo on a paper it is not difficult, it will just take about 2 minutes justl like maggi and can also make a dice with bedrock"
443,surender singh,1,"Terrible experience from last 10 days, While playing game it is showing disconnected even though my wifi & mobile data is on & it is not 1 time it's been from last 10 days. Is it some Hack by players ? You need to resolve this issue on priory. I have a paid version of this app if I am facing such issues god's knows what about the rest ?"
444,HARI KRISHNAN,4,Your game was awesome please add voice chat on friend multiplayer ..and also add team matches in online especially in room match we believed that you add this features in upcoming upadtions....
445,Parvaz Ghori,1,"Worst game I have ever played, before it was so fun to play but after I lose all coins, I started to watch videos to earn coins, but after that I rarely win any game because the algorithm or the back end of the game doesn't wants me to win, coins as they know that repeatedly watching the videos that's why the game always make me lose. Because by watching videos they will get more clients to earn money by video advertising so it was really very bad experience for me. It was worst."
446,Sahana Pandian,1,"Algorithm for the die is not random. Kind of predictable. If any player starts and crosses the other player's region, the other player immediately or soon will get a 6. The last finishing point is totally predictable. With two players left, if the other person struggles to come to the finishing point while the other player needs a one, the moment the struggling player almost touches the finishing line, the other player always wins. Worst algorithm."
447,Subhashree Pattnaik,1,Nonsense App.opponent had 4 dots in the box and i needed only 1 to win but till the end I couldn't finally she won.how it is possible.i could not get 1 in 50 dice roll.Disgusting app i just uninstalled it.and pls don't install the game...very disappointed
448,Paras Bansal,1,Something has changed drastically in this game as it's no more a game but a kind of mental harassment. Either it's one sided win or one sided defeat. Please check else people won't enjoy this game anymore and will be uninstalling as quickly as it was installed. I agree there's no benefit to you if dice is biased. Technically I think there is only one is random number generator used in this while there should be as much as number of players so that it's independent random number for each player.
449,EM Mckenzie,2,"After playing for some time now I agree that the algorithms are faulty and for that reason I have dropped it from four to two stars. What are the odds of me killing all my opponents pieces and all my four pieces get to the home stretch and my opponent still wins? Or better yet I have full bars but the game says no network connection when it's time for me to roll the dice reconnect when it's my opponents turn forcing me to forfeit. Hopefully I can find a better app, because I love this game!"
450,Percival Domingo,1,A year later and still the Worst game ever... very partial... I have only 1 token left and still the opponent is winning where he still has 3 left...
451,Ritesh Punmiya,1,Very bad game ever and a very big cheating as i needed 1 for my home and my friends 1 pieces had not came out but still they won. I dont know how it got 4.3 stars it should get less than 1.Then again I played a game and I needed 1 for my home but the other one who was half the way far got many sixes and he won that game. The opponent always gets sixes and I get only 1 or 2. I have won from 10 game.Whatever the opponent needs he gets that. Never play this game. Its not Ludo King. It is dummy Ludo
452,shubham dubey,1,"Wow, looks pretty good from the outset but it's terrible, I have been a good player of this game always buy guess what, on ludo king I have 5 wins and 25 losses. That's something funny unless the game is designed in a manner in which certain users are bound to lose and certain bound to win despite their gaming abilities. Such a pity!"
453,Mohit Kumar,3,"The game is good and all. The interface is also good. But the game sucks in its predictive dice value. It's not at all random. It occurs seeing the dice value of other players and tends to match it likewise. For eg. if I get a six, my opponent is bound to get a six in the next two turns. This is where this game becomes disastrous. The dice values are supposed to be random, not based on some algorithm."
454,Charumathy R,1,"I'm not able to play with friends while clicking that option it keeps on showing connecting to server even I have good internet connection and it takes more time to create or join the room. And most of the time, when we are playing with friends the game is getting stuck so I'm not able to continue but still others can play with it and after that automatically the game has been ended up so I lost the game. Sometimes, the same problem faced by my friends also.."
455,HARSH SAINI,1,"Worst gameplay, game is designed to take more and more time to play. The dice is not fair, it works a way if a player is winning it automatically goes against him and you'll get beated. Seeing this you'll get irritated. Not a fair game at all and also consumes so much battery power. I wish there was an option of giving negative rating, surely I would choose the lowest."
456,Vamshi Dhar,1,"It's just fc**king game....my opposite players are wining always(my level in game is 72level), One or two times it's Ok. it's happening daily, at the end of the game. My opposite player coin at starting point and my coins are at home and ready to win.. My opposite player will come to home and last he/she win... The worst app\U0001f621"
457,shivraj singh negi,3,This app seems to have one objective: Keep people involved as long as possible. Games get drawn out unnecessarily for long as someone gets a throw to cut someone's token. I counted the number of throws over multiple games and it seems to chose one particular player for getting higher number throws. Statistically you expect that in a game of 100+ throws....long term avg for everyone to be 3.5 and throws will be equally distributed between 1-6 (16% of each). But it doesn't happen!
458,manikantakumar rongali,2,"First I love this game to play everytime. Now also playing but the worst thing is, after I won the game not giving exact coins how much I won, showing less coins . Ex: if I won 9500 coins it's provided only 5000 Or less then that. And too that lucky roll also showing wrong things. This is the worst experience with this app now"
459,hiyu hiya,1,"Worst gaming experience till date. Always show ""under maintainance"" message. Don't know why you guys developed the application without tested it properly. Found lots of issues as gone though the app. Need to focus functionality and load testing. Also, please work on your 'Play with friends' module."
460,Parth Asher,1,"The 'random' algorithm is highly predictable after a few games. The 4 player set up is designed to vandalise the player. You almost know that the token behind yours will take you out, 70% of the time. Needs improvement. The online section isn't a treat either. The algorithm is set to roll small numbers so the opponent can screw you left right and centre. How is it that I won 50 games with the computer but no luck online? Looking elsewhere. - 1"
461,Bareena Begam,1,"Super biased, flawed algorithms. 1.You get a 6 when your opponent token is nearby 2. When you make one wrong move, you are done for the game. Sometimes you wouldn't even know what to move. 3. You have gone all the way near to home suddenly a opponent gets 6 & 6 &4 to kill you. You see this as a randomness?This is just one occasion there are many to list. 4. You win 3 games staright, then are bound to lose the next one or two, no matter how strategically you play. 5. Favours fun over fairness."
462,Jing Pong,2,The game is good.. But the two things need to look here are : 1) Why does it require good Internet connection to play online? While the other online games which have higher gb in the game does not require that much strong internet connection as required in this ludo King. 2) The dice. Like C'mon it's so predictable. I sometimes feels like the system itself supports a particular player. So please look into this matters at the earliest.
463,BMK,1,"The game is not at all randomised, it has an algorithm where it makes the game come to an end where all are near the same level, so that there are more neck and neck finishes, which makes the game very unfair. What's more, the game seems to target one person every game, which makes the game extremely bad for them, whereas the others have a fun game at the expense of them. This gameplay mechanic sucks too. Would give 0 stars if possible."
464,Amita Rai,1,"Stupid. Why do you make the dice fixed on killing a player??? I was cut thrice without making it halfway as your. Stupid. Game makes the dice focus on me and me only. Not recommended if you want a fair game. Do not play. It. Sucks. Recently, I had my sister trapped but nothing happened. Only she could eat me and run by getting a six after knocking my pawn(?) out. Stupid and useless creators. Please do not play."
465,Akanchha Anjani,1,"Today I had a very bad experience !! Everytime inspite of having so fast internet connection, it showed no internet and ends the game letting the opponent win my entire coins !!! I lost so much of coins today !! Its really frustrating !!! Please try to resolve this issue. I checked out in Google what might be the reason for this and it suggested to get the latest version installed !! M using latest version only still facing such issue !! This is disgusting !!!"
466,Mazahir Kassim,1,"The game is very baised it is aware off the positions off the players and it already plans out who will win people wait for a number for 10minutes while the other player gets it in less then 5 seconds it annoys everyone and it doesent give u a opotunity to win the game has favourites and its not everyone! When u first download it, it gives u chances to win because your a starter as u get used to the game it wont be as easy as it is! I rate this a 1/5.My own opinion."
467,Niranjan Chakankar,4,It's a great game..one suggestion could you please add feature to talk between players..so it will be more fun and excitement
468,Bhanu Thakur,1,Worst game I have ever played. Please don't waste your time here. All games have fixed algorithm. If they want to win your opponent he will win it doesn't mean how smarter you played the game.... 🖕🖕👎👎👎👎👎👎I am going to uninstall this. Good bye
469,AJAY SADHASIVAN K,1,Very bad experience They have already decided in the beginning who will win the game. Worst experience I had. If you want only a particular player to win then don't ask others to play as well. The game is completely biased.the player with more XP or level will win for sure. If you cross them even by a six and a five they will cut you in the very next move. But for the lower leveled not. Extremely disappointed.
470,Himansh Mishra,1,"The algorithm used is very very predictable. I am 200% sure there is no random number in place here. UI and all are good...just that game is very predictable. Not only me my whole family when we played during Corona lockdown were able to predict some of the moves quite accurately. The person wining will be lowered time to time to bring back action. I also think there is some time constraint involved here, for instance even if a player reaches closed to home spot he/she will not get the number"
471,Yash M,1,"This game sucks. It totally kills the rule of probability on which dice rolling works. They claim that numbers are random which are not really. I am putting few instances as example. 1. You will not get first 6 unless and until your opponent's token reaches the star. 2. Your opponent will get exact number to kill ypur token 3. The game will prioritize one person from the beginning, sometimes it may be you also. 4. Your fourth token will get stuck and you will not get a 1 even in 15-20 rolls"
472,pabitra 1234,1,"Can u believe that sometimes the opposite party scores only 6,5,4.. And the whole game i use to score 1,2,3 and sometimes 6"
473,namirah golandaz,1,Horrible application of the concept of probability. This game is so flawed. There is always a person who gets a lot of 6 and one who gets very less. They randomly select someone and alot numbers in their favour. When we played the real one in childhood no such thing used to happen. Whenever I play online I have noticed if I have won a previous match I won't win it the next time and it's for sure.
474,Roop ShankarMazumder,1,Now the site under maintenance issue is mostly resolved but after playing considerable amount of games I have come to the conclusion that this game is totally biased. Your opponent will get the exact value every time to knock you off. Initially I was of the opinion that maybe its my bad luck but then i realised that it is being done on purpose. This game would irritate you to the core and i would suggest opting for some other games instead. Almost all the reviewers are of the same opinion.
475,kannan venkit,1,System decides who has to win at the beginning of the game. The system is not generating the number randomly. It decides who has to win and the number genrates accordingly. I have played n number of times and same happened many times. I'll uninstall the game soon if this isn't fixed. I wonder if the issue was onmy for me. After going through review most of them are feeling same and it proves the dice rolling is not not at all random. Very very poor way of programming. Simply pathetic.
476,Mohammed Marzooque,1,"The interface is good and catchy but the algorithms are messed up and it's not a fair game. The game should be open for all, here either it all goes in your favor or you're done before the game starts. One of the biggest flaws is when you get 6 on dice you have to decide first before rolling the next dice. It would have been better if we're allowed to roll the 2nd dice and then decide altogether. Go for Ludostar if you want a fair match."
477,Ajinkya Ambatwar,1,"With new update, not able to connect to server. It says Connecting to Server and then nothing happens. Also speaking of Gameplay, the dice roll is not Unbiased Uniform distribution which it should be instead it is rigged by so many ""if...else"" conditions... really unfortunate \U0001f614... Update: Even with the new update, the issue is not resolved. So much of irresponsibility from the devs. Not even replying to my feedback..!!"
478,Prasenjit Mitra,1,There are many hackers. Even if you play with your full intelligence and luck you can't win. Luck and hacking can be understood .We are not donkeys. We have sixth sense. Please see to this matter. I am very disappointed. By the offline mode is good but online popular mode is horrible and full with hackers. Please look into this matter. Okk. Please
479,Jinesh Parekh,1,"If there is negative rating I would given -5, I thought its random dice number they say, randomness of the dice is so predictable that my last tile piece will loss against 3 opponent as even after 20 turns I can't get one on my dice which only thing I need to win, and I thought thats only one time deal but after so many games it seems it can't be that random. Hope they clear the randomness issue, enjoyed playing first few game but it's irritating now."
480,Diggvijay Naruka,1,"In this game a lot of problems because this game runs on maintenance most of the time. Suggestion 1. At that time we are not able to play properly, whenever it is in it, we cannot accept buddy request nor They are able to send request. 2. It does not have any maintenance message in the alternate message section. If there is any maintenance in the game, then there should be an alternative message option in it. If we received a request, we can tell that the game is currently on maintenance."
481,srajan jain,1,"The app is totally worthless. The algorithm written is totally abysmal and clearly don't work on the principal that probability of all the faces coming are equal. It clearly works in opposite direction. At the start of game when u need 6, it will hardly come and in the end when you need 1 or 2, the number of 6 will flourish. I am utterly disappointed with the app. Also, for most part of the the app us under maintenance. A complete abysmal app in short."
482,Sujoy Ghosh,1,"Fully controlled by the computer/app.... Every game at the last it's always about 1 Point I can understand a couple of times but not always. It makes you play big by giving you missions and then all of a sudden your opponent scores exactly to get you out, again that cannot be a coincidence. And if you start buying coins you are gone it will force you to buy more coins. Pathetic."
483,Mithlesh Chandra,1,"No! There is not any random dice all dice are fixed. I don't know who is reading this message dont play this game its frustrating. I'm keep losing and losing again. If you are thinking to purchase some gemes then you're an idiot all your gemes are useless this game is only for frustrators, f***ing sh**t.!!!!!!!"
484,Priyanka L,1,"Something's wrong with the algorithm, plz change it, always the opponents get 6 in our place and we always get caught by the opponent. I reviewed the game with 5 stars a week ago but am fed up of always loosing in the game\U0001f612 I try to escape but the opponent gets exact no to always catch me \U0001f644 how is this possible everytime???"
485,rahul sinha,1,This game first allows you to win and when you win some levels then all of sudden it turns to a cheat game. The dice never rolls to favourable and there is a loose match almost everytime. What algorithm they use but doesn't seem to be much interesting now to keep it. Will uninstall it soon. There is something wrong with this game and that's for sure!!
486,priyabrat sahoo,1,"Yes they have used the random algorithm for the dice but the random algorithm doesn't work in a way we think, sometimes it shows baised results. But there are some particular cases that always happens. The next dice number is often predictable. If you think you gonna be killed it will definitely happen 99% of time. They must design this in a way that it should give distributed results. This is a good app but there are lot other ludo apps just try them. This one is the worst one."
487,Lucky,3,"This game is no doubt the best design among all other Ludos out there. But there is one serious flaw. In pass and play mode, the dice rolls are not random. For example, if player 1's coin is 3 places away from player 2, then the game ensures player 2 gets 3 on dice roll. If player 2 decides not to take out player 1's coin this time, the next roll will again give player 2 whatever number that's needed to take out player 1's coin ahead of him/her. It's like, the outcome is pre-decided."
488,Karan Nichani,1,"The worst game I have ever played in my life. Quite frustrating. I am not petty, honestly. It's the first time I'll be doing such a thing. But I gave 4 bad reviews from all the phones that are there in my house and am currently looking for my spare. I urge all of you to do the same, it will feel good. It is my earnest request to Google to ban this app. It is a scam that plays with the feelings of people."
489,Gopika PS,1,very much dissatisfied... only the opponent wins even if we have the chances to win..... Worst app... Waste of time.. They already fix who has to win...so it is not possible to win....even if we have chances to win... I at all interested to give any ratings.. they don't even fix these issues..try to fix this... Please . I played more than ten times even once I didn't win..even if I had a lot of chances to win.In this we win based on counts.. App already fixes who has win..................
490,Sharath Reddy,1,Worst game algorithm ever. Always 1 player out of 4 is biased and wins the game no matter what. Predicted game play
491,sahil supekar,1,"The algorithm behind the random dice number is so biased.Like i can sometimes literally guess what a person is going to get.Whenever you have the last piece near the house and you need 1 to win, you won't get it, Your opponent will get 6's and 5's so that he can reach quickly.Although you will win if your opponent has 2 or 3 pieces left, they will make you wait for almost 5 minutes Play with computer option is useless as if they are programmed to let us win.The game chooses a winner at Start"
492,Aman Sagar,1,"Wrost ludo game, it doesn't diserves a single star but Play Store have minimum 1 star so in compulsion I have to give it 1 star. I had played more than 50 times but i had got 1st position only one time, it was like a dream for proove i have taken a screenshot & send it to all my friends just for the shake of happiness... Please stay away from it, Pehli fursat me nikal \U0001f605"
493,arupjyoti borah,5,This game is awesome. Very good game to play with friends and family.I gave it 5 stars because it is an entertainment game and I like entertainment games
494,Nihar Kadam,1,"There is some serious issue with the randomisation of the dice. Whether it is during multiplayer mode or the side game called 7 up or down. The game is meant to make you lose no matter how you play. Edit: After submitting the review i played the game for like 5 times. None of the time had i got any fair chance to play. In one particular game, i wasn't even able to start my game while the opponent finished.by far the worst game I have ever played"
495,Pavneet Singh,1,"The dice is not at all random. Every time I come i front of a player, it gives him/her the same number. Happens continuously, multiple times. Also, while you are out of the home corridor, you will continuously get 1 many times. But when you are just standing there to enter middle box, you would keep on getting 6 5.. and so on... until the other person reaches and just wins. Its a fine game but the so pre planned dice rolls are a game spoiler. Its quite predicatable."
496,Prakash,1,"This is a programmed game. Patterns of numbers are easily visible. 1. When you approach to opponents area, they will get 6 easily. Same thing happens with your opponent. 2.You would never get three 6 in one go. 3. They have killed the joy ludo by removing the randomized numbers. It seems the game depends on how much gold coins you have and how much you are beting for. If you are putting last bunch of coins, you would surely win. In a nutshell, they've f*** the luck. Hence no fun. GoodBye..."
497,Swapna Roy,1,"Very bad game. Every time I play the game my opponent wins. First when I started to play this game I thought it was my bad luck, but day by day as I started using this app I found out that some sort of partiality is surely there. I am really depressed after playing it. I am going to uninstall this app, and even tell the other users to do so. Biased app."
498,Abhi Patidar,1,"For a game that is based on luck, they sure have pulled a number with this one. If you don\u2019t believe me, just see for yourself- for every game you play, the last 2, sometimes 3, tokens always end up neck to neck. If one of them is way ahead, they start getting smaller or unplayable numbers on the draw so that the ones lagging can catch up and the game is levels or becomes more \u201cexciting\u201d, so to say. The algorithm is so designed that the people winning or pulling ahead start getting"
499,Jenifer Johnson,1,The game is so biased! Its like the winner is already decided and the dice rolls according to that. Its not even surprising anymore. Not even exciting. And in the end the dice will bring the opponents in the same position to make it exciting but it only pisses the person off. Its become very predictable and biased!
500,Aditya Baruri,1,"The game is so great that bugs love this game. Even Shakuni would have lost here because the dice shows up numbers with such great inconsistency. Whenever your coins are about to finish, you will get only 6 or bigger numbers till the time your opponent reaches at the end. The game currently shows 17 consecutive wins. The thing is it just add up the wins even if it is not consecutive. Next thing is the tokens taken and captured. The values shown are interchanged outside and inside the match."
501,Arshiya Sultana,1,"I feel like this is scripted. And also, I have a strong Wi-Fi connection, I sit near the router to play this game but it says that I have no internet and asks me to quit the game. Why should I? I have invested coins in order to enter it and it simply asks me to quit and adds a loss into my profile. And the opponent gets the exact number, by which he/she can kill my token. Don't tell me this is based on my luck while your algorithm is the WORST."
502,Noopur mittal,1,App crashes after 15secs!! Cannot play a game. This is frequent after recent app update.
503,Radha. B. Mani,1,The game is highly biased. Need zero stars. There is a certain algorithm that ensures you don't get the required number while the opponent easily does.I just needed a die to complete the last coin whereas the other players completed two coins starting from first. Cheap behaviour of game. Even when I manually play I am more than good to play. Lots to improve or this game is not worth the hype. Uninstalling the game
504,Fuzail Khan,1,"A very bad biased game. I hate the games algorithm! It always favours the player with more pieces outside the Home and me who has played well and just needs a ""one"" on the dice to win the game will never get it till the other player catches up to me and he wins the game instead! It's really frustrating"
505,kumar shanu,1,"As you all know that Ludo is a strategy board game, but I can't see any strategy from any player except the computer itself. If this is the scenario what I am experiencing from the last 1 year better save our time at the start of the game itself so that we can do some important task and and concentrate on other games too. Truly pathetic game till date, worst experience ever . Finally thanks to the Inventor of this game who did not introduced a number less than 1."
506,Vijay Mathur,1,"Hi Team, I hope you all are doing well. I just wanted to highlight how silly the logic is. Game shows me that I am playing with a real user, but I can clearly see that I am playing with a bot and I loose how much so ever I'm trying. I am referring this experience when I tried to play premium for 9500 match. This is so disgusting that such a popular game is playing cheap thrills. Grow up. Games should be fair, we don't olay to waste time. Also, 7 up and down is same. #CHEATERS #PLAYFAIR"
507,Aditya Verma,1,"Developers say that the dice numbers on every chance are randomly generated. I refuse to believe this. Dice numbers are scripted and fixed. If not, then, 1- Why three sixes are never generated in a row? 2- Why two or more tokens of a player don't occupy same cell except the safe cells in the game? Hence, fixing is proved. The game could have become more interesting and natural if the numbers were actually generated randomly."
508,Deepika Shakya,1,"I thought it was amazing game but i noticed that all the time. when I just need 1 or 2 to win it will not come till the opposite mate came to winning point and also they win, most of the time I lose or get 3rd position. Plz it's a humble request to make this game as similar of ludo. If anyone wants to decrease the level of confidence they can download it. I don't even know why the hell I am giving to 1 star this game don't even deserve that. Disgusting game."
509,Dastagir Shaikh,1,"I enjoyed playing this game before but now it's like the opponents get the exact numbers which they want, every body is at the end of the game and I'm still inside and when it gets out one of the opponent cuts me out of the game and it's been constantly happening for days and I've played almost 10+ games in which I've been cut off whenever I'm out or either i'm still waiting for 6!!! Very bad fix it! Didn't enjoy myself it pissed me off!!!"
510,Shiva Thakur,1,Really bad game. It all depends where you are located and how many coins you have. If you are in a first world nation then you are bound to have better luck against Asian players. If you have more coins than your opponent then their luck charm. There are better versions of ludo available on the playstore. If you are looking to have a fair game then avoid downloading ludo king.
